locus_tag	ATG_index	location	within_frame	Unconstrained_mfe	Unconstrained_ensemble	Constrained_mfe	Constrained_ensemble
b0002	1540	internal	False	-28.57	-26.5	-16.38	-14.22
b0002	1690	internal	False	-29.73	-28.3	-13.45	-11.6
b0002	1755	internal	True	-28.26	-26.4	-18.32	-17.0
b0002	1780	internal	False	-24.81	-23.2	-11.0	-9.18
b0002	1813	internal	False	-25.13	-22.4	-14.82	-12.8
b0002	1870	internal	False	-25.51	-22.9	-14.55	-13.45
b0002	1879	internal	False	-25.37	-23.7	-12.49	-10.95
b0002	1887	internal	True	-23.36	-21.3	-13.12	-12.1
b0002	1950	internal	True	-27.5	-25.1	-15.62	-13.37
b0002	1986	internal	True	-26.41	-24.2	-12.34	-10.1
b0002	2014	internal	False	-32.05	-30.9	-20.03	-18.84
b0002	2028	internal	True	-29.44	-28.4	-23.08	-22.3
b0002	2032	internal	False	-28.41	-27.2	-16.95	-15.12
b0002	2140	internal	False	-28.77	-26.9	-15.16	-14.3
b0002	2154	internal	True	-36.28	-35.0	-25.71	-25.2
b0002	2212	internal	False	-30.78	-29.3	-18.17	-16.0
b0002	2233	internal	False	-33.42	-31.9	-23.27	-21.9
b0002	2248	internal	False	-27.28	-25.5	-14.96	-13.67
b0002	2254	internal	False	-29.25	-27.3	-19.14	-17.77
b0002	2287	internal	False	-31.05	-29.2	-17.28	-16.0
b0002	2293	internal	False	-27.85	-25.1	-16.28	-14.2
b0002	2317	internal	False	-27.89	-26.5	-16.21	-14.6
b0002	2383	internal	False	-29.8	-28.3	-18.22	-17.37
b0002	2395	internal	False	-27.57	-25.6	-15.42	-14.4
b0002	2444	internal	False	-24.03	-21.6	-13.66	-11.8
b0003	0	primary		-24.85	-22.5	-15.25	-13.74
b0003	13	internal	False	-26.65	-24.0	-15.71	-14.1
b0003	36	internal	True	-30.39	-28.0	-23.65	-22.2
b0003	52	internal	False	-35.77	-34.5	-21.35	-20.7
b0003	82	internal	False	-31.61	-29.7	-16.77	-15.0
b0003	100	internal	False	-36.7	-34.9	-21.7	-20.1
b0003	249	internal	True	-39.74	-37.9	-28.47	-26.94
b0003	267	internal	True	-34.27	-31.8	-25.84	-25.3
b0003	321	internal	True	-32.78	-30.4	-20.18	-18.4
b0003	327	internal	True	-34.53	-32.2	-26.78	-25.7
b0003	331	internal	False	-34.11	-31.9	-24.57	-23.3
b0003	355	internal	False	-31.75	-30.1	-23.23	-22.4
b0003	378	internal	True	-29.32	-26.7	-16.6	-15.3
b0003	450	internal	True	-30.37	-28.1	-10.23	-7.81
b0003	459	internal	True	-30.6	-28.3	-16.75	-14.4
b0003	505	internal	False	-33.75	-32.2	-24.13	-22.8
b0003	675	internal	True	-25.12	-22.2	-16.26	-13.9
b0003	682	internal	False	-28.3	-25.9	-19.96	-18.97
b0004	0	primary		-22.8	-20.1	-19.91	-17.9
b0004	130	internal	False	-30.33	-28.1	-24.84	-23.5
b0004	135	internal	True	-29.43	-27.5	-15.07	-12.7
b0004	193	internal	False	-37.33	-35.7	-21.78	-21.0
b0004	262	internal	False	-35.67	-33.9	-24.13	-22.5
b0004	274	internal	False	-34.69	-32.9	-26.47	-25.3
b0004	339	internal	True	-26.94	-24.9	-16.08	-15.22
b0004	348	internal	True	-31.53	-29.7	-19.0	-16.9
b0004	427	internal	False	-32.69	-30.7	-17.68	-16.3
b0004	448	internal	False	-35.79	-34.2	-25.54	-24.77
b0004	559	internal	False	-32.22	-29.9	-16.38	-14.4
b0004	592	internal	False	-27.88	-24.7	-20.44	-19.1
b0004	595	internal	False	-26.02	-23.8	-20.01	-19.1
b0004	900	internal	True	-34.95	-33.0	-24.54	-23.4
b0004	982	internal	False	-29.63	-28.4	-18.8	-17.9
b0004	994	internal	False	-28.42	-26.5	-14.71	-13.9
b0004	997	internal	False	-28.25	-26.5	-12.6	-11.2
b0004	1017	internal	True	-26.96	-24.6	-14.35	-12.29
b0004	1108	internal	False	-28.68	-27.3	-19.62	-18.0
b0004	1269	internal	True	-23.16	-21.0	-16.61	-15.8
b0004	1272	internal	True	-23.34	-21.0	-10.71	-9.15
b0005	9	internal	True	-21.77	-20.4	-17.6	-16.9
b0005	54	internal	True	-22.08	-19.4	-11.68	-9.8
b0005	139	internal	False	-23.39	-20.5	-11.92	-10.2
b0005	181	internal	False	-31.77	-30.4	-20.58	-18.6
b0005	185	internal	False	-33.87	-32.0	-25.91	-23.8
b0005	253	internal	False	-24.62	-23.1	-17.6	-16.2
b0005	271	internal	False	-24.48	-22.7	-6.43	-4.69
b0006	0	primary		-21.46	-19.9	-8.85	-7.2
b0006	106	internal	False	-34.74	-33.5	-24.31	-23.24
b0006	147	internal	True	-37.86	-36.3	-23.44	-21.3
b0006	193	internal	False	-42.15	-40.9	-28.76	-27.9
b0006	223	internal	False	-36.51	-35.0	-20.89	-19.6
b0006	256	internal	False	-31.97	-30.0	-21.6	-19.8
b0006	327	internal	True	-22.39	-20.2	-13.17	-11.4
b0006	343	internal	False	-25.09	-23.7	-14.27	-12.9
b0006	369	internal	True	-23.02	-20.0	-14.89	-11.94
b0006	390	internal	True	-22.65	-20.3	-12.67	-10.9
b0006	409	internal	False	-21.5	-19.4	-11.5	-9.5
b0006	493	internal	False	-25.9	-24.0	-13.83	-12.0
b0006	517	internal	False	-25.2	-23.2	-16.61	-15.5
b0006	553	internal	False	-27.76	-25.3	-15.11	-13.8
b0006	583	internal	False	-26.11	-24.2	-14.2	-13.15
b0006	642	internal	True	-21.35	-18.5	-7.41	-5.13
b0006	721	internal	False	-22.88	-21.3	-14.76	-13.45
b0006	739	internal	False	-25.62	-23.3	-17.72	-16.4
b0007	0	primary		-16.84	-13.9	-9.36	-7.7
b0007	48	internal	True	-23.06	-19.8	-11.3	-8.8
b0007	282	internal	True	-41.51	-40.4	-31.95	-31.0
b0007	306	internal	True	-36.34	-35.4	-15.69	-13.5
b0007	326	internal	False	-31.03	-29.5	-15.04	-13.3
b0007	364	internal	False	-27.88	-24.9	-19.81	-18.61
b0007	389	internal	False	-32.02	-29.4	-19.35	-17.5
b0007	396	internal	True	-34.43	-32.8	-21.76	-21.1
b0007	414	internal	True	-38.1	-36.6	-22.41	-20.31
b0007	423	internal	True	-37.1	-36.2	-21.09	-19.9
b0007	460	internal	False	-36.81	-35.4	-31.26	-30.0
b0007	592	internal	False	-28.97	-27.1	-18.15	-16.9
b0007	609	internal	True	-33.43	-31.9	-18.14	-16.8
b0007	630	internal	True	-31.71	-30.4	-19.46	-18.4
b0007	672	internal	True	-23.21	-21.2	-10.82	-9.47
b0007	801	internal	True	-24.78	-22.5	-18.77	-17.49
b0007	811	internal	False	-26.65	-24.9	-19.88	-18.5
b0007	822	internal	True	-31.13	-29.1	-17.84	-16.3
b0007	897	internal	True	-33.41	-31.8	-18.49	-16.5
b0007	945	internal	True	-26.18	-24.4	-19.63	-18.3
b0007	981	internal	True	-33.35	-32.0	-19.1	-17.27
b0007	1017	internal	True	-32.96	-30.5	-19.98	-18.7
b0007	1029	internal	True	-29.61	-27.7	-17.52	-15.8
b0007	1108	internal	False	-10.26	-7.2	-6.27	-4.8
b0007	1221	internal	True	-32.22	-30.5	-19.77	-18.3
b0007	1245	internal	True	-27.83	-25.6	-11.9	-9.9
b0007	1254	internal	True	-26.43	-24.6	-15.35	-12.9
b0007	1411	internal	False	-25.7	-22.6	-8.85	-7.5
b0007	1414	internal	False	-25.32	-22.6	-6.8	-5.0
b0008	0	primary		-19.05	-17.0	-14.48	-12.9
b0008	69	internal	True	-23.88	-22.6	-11.74	-9.4
b0008	91	internal	False	-24.32	-22.0	-13.37	-11.22
b0008	157	internal	False	-27.96	-26.0	-15.12	-14.27
b0008	160	internal	False	-28.21	-26.0	-15.54	-14.4
b0008	292	internal	False	-31.88	-29.5	-23.7	-22.6
b0008	307	internal	False	-24.53	-21.3	-15.75	-13.8
b0008	361	internal	False	-22.67	-19.9	-14.11	-12.1
b0008	652	internal	False	-27.98	-26.7	-13.82	-12.3
b0008	666	internal	True	-28.28	-26.3	-13.05	-11.41
b0008	867	internal	True	-32.99	-30.7	-17.7	-15.2
b0008	933	internal	True	-29.87	-28.0	-18.18	-16.4
b0009	0	primary		-19.88	-17.2	-9.34	-7.77
b0009	89	internal	False	-31.68	-30.5	-20.27	-19.2
b0009	145	internal	False	-30.29	-28.4	-20.61	-19.14
b0009	187	internal	False	-34.69	-32.6	-22.67	-21.1
b0009	192	internal	True	-36.16	-33.8	-25.09	-24.0
b0009	256	internal	False	-43.23	-41.2	-26.33	-24.04
b0009	285	internal	True	-40.55	-39.3	-21.08	-18.7
b0009	306	internal	True	-39.03	-37.8	-25.27	-24.4
b0010	0	primary		-25.82	-23.7	-18.23	-17.0
b0010	42	internal	True	-30.92	-28.9	-17.7	-16.0
b0010	54	internal	True	-28.35	-25.5	-19.05	-17.2
b0010	120	internal	True	-32.29	-31.2	-23.65	-22.6
b0010	252	internal	True	-23.64	-20.4	-14.56	-12.8
b0010	274	internal	False	-34.58	-32.1	-22.97	-21.6
b0010	283	internal	False	-31.74	-29.5	-17.7	-16.61
b0010	336	internal	True	-27.55	-25.1	-21.65	-19.6
b0010	504	internal	True	-40.16	-37.7	-24.82	-23.4
b0011	0	primary		-20.0	-17.7	-18.64	-17.7
b0011	4	internal	False	-15.98	-13.9	-11.94	-10.6
b0011	19	internal	False	-17.78	-16.1	-11.03	-9.44
b0011	94	internal	False	-26.82	-25.4	-13.98	-12.8
b0011	129	internal	True	-24.29	-21.3	-16.29	-14.6
b0011	153	internal	True	-29.33	-27.5	-19.56	-17.9
b0011	283	internal	False	-24.51	-23.1	-12.45	-11.2
b0011	321	internal	True	-23.18	-21.1	-14.46	-11.9
b0011	384	internal	True	-21.98	-20.4	-15.5	-12.77
b0011	424	internal	False	-23.19	-21.1	-11.76	-10.4
b0011	436	internal	False	-26.45	-24.4	-18.54	-17.1
b0011	465	internal	True	-33.04	-30.9	-18.43	-16.1
b0011	546	internal	True	-41.86	-39.7	-28.88	-27.4
b0011	562	internal	False	-41.95	-39.2	-26.97	-25.3
b0011	613	internal	False	-45.49	-44.0	-29.94	-28.1
b0011	690	internal	True	-25.64	-22.6	-13.64	-12.2
b0012	0	primary		-31.72	-30.2	-17.66	-16.4
b0012	26	internal	False	-28.16	-25.6	-17.3	-15.9
b0012	128	internal	False	-15.16	-13.0	-8.15	-6.09
b0012	252	internal	True	-21.47	-18.8	-12.49	-10.3
b0012	311	internal	False	-34.8	-32.8	-24.74	-23.4
b0012	350	internal	False	-27.71	-26.6	-9.67	-8.0
b0012	362	internal	False	-31.88	-30.3	-21.44	-20.2
b0012	434	internal	False	-30.13	-27.8	-15.16	-13.51
b0012	479	internal	False	-22.61	-20.1	-14.33	-13.2
b0013	0	primary		-23.34	-20.9	-14.59	-13.4
b0013	45	internal	True	-32.96	-31.0	-15.4	-14.2
b0013	99	internal	True	-28.6	-26.4	-14.35	-13.0
b0013	181	internal	False	-24.83	-23.4	-15.99	-15.37
b0013	372	internal	True	-26.02	-24.2	-11.96	-10.4
b0014	0	primary		-16.86	-13.9	-11.82	-9.77
b0014	54	internal	True	-26.19	-23.8	-17.32	-16.1
b0014	58	internal	False	-28.37	-27.0	-19.22	-18.2
b0014	133	internal	False	-31.93	-30.6	-24.28	-23.7
b0014	253	internal	False	-30.37	-27.7	-16.95	-14.5
b0014	264	internal	True	-31.44	-29.0	-20.97	-19.3
b0014	302	internal	False	-29.26	-27.9	-15.51	-14.2
b0014	327	internal	True	-28.41	-27.1	-14.21	-12.9
b0014	366	internal	True	-26.86	-25.6	-24.29	-23.7
b0014	442	internal	False	-30.31	-28.9	-19.83	-18.5
b0014	577	internal	False	-29.74	-28.7	-17.04	-15.9
b0014	774	internal	True	-25.33	-24.3	-11.22	-9.6
b0014	885	internal	True	-20.7	-18.8	-12.92	-11.6
b0014	1035	internal	True	-30.32	-27.5	-15.02	-12.6
b0014	1041	internal	True	-30.07	-27.5	-20.27	-18.4
b0014	1209	internal	True	-25.97	-24.5	-10.12	-8.22
b0014	1221	internal	True	-29.07	-27.1	-13.31	-11.5
b0014	1315	internal	False	-32.84	-31.0	-19.57	-18.7
b0014	1378	internal	False	-28.59	-26.3	-15.62	-13.54
b0014	1404	internal	True	-35.34	-33.9	-18.46	-17.6
b0014	1435	internal	False	-32.63	-31.4	-15.91	-14.71
b0014	1528	internal	False	-23.73	-21.8	-13.44	-12.2
b0014	1542	internal	True	-19.79	-16.8	-12.11	-10.32
b0014	1761	internal	True	-23.86	-22.1	-14.57	-13.0
b0014	1794	internal	True	-30.36	-29.0	-19.69	-18.1
b0014	1816	internal	False	-30.95	-30.0	-17.31	-15.5
b0014	1843	internal	False	-28.64	-27.7	-14.15	-12.6
b0014	1867	internal	False	-26.86	-25.6	-16.09	-14.9
b0014	1873	internal	False	-23.67	-22.4	-13.38	-11.77
b0015	0	primary		-22.73	-20.7	-14.79	-12.9
b0015	87	internal	True	-28.64	-26.6	-11.47	-9.4
b0015	160	internal	False	-20.93	-18.5	-15.08	-13.8
b0015	205	internal	False	-31.32	-28.9	-17.8	-15.97
b0015	211	internal	False	-35.26	-33.7	-22.29	-21.04
b0015	234	internal	True	-32.94	-30.2	-21.25	-19.2
b0015	360	internal	True	-32.24	-29.1	-26.5	-24.44
b0015	493	internal	False	-30.72	-29.2	-20.43	-18.6
b0015	513	internal	True	-30.4	-28.1	-14.99	-12.9
b0015	596	internal	False	-28.49	-27.5	-18.66	-17.9
b0015	601	internal	False	-27.45	-26.2	-16.4	-15.2
b0015	607	internal	False	-30.87	-29.0	-20.97	-19.3
b0015	709	internal	False	-30.24	-28.6	-18.63	-16.5
b0015	816	internal	True	-30.84	-29.2	-18.68	-17.0
b0015	856	internal	False	-31.43	-30.0	-20.46	-19.8
b0015	912	internal	True	-35.02	-33.9	-23.89	-23.0
b0015	1093	internal	False	-30.02	-28.5	-13.92	-12.1
b0016	0	primary		-20.76	-18.9	-15.5	-14.1
b0016	79	internal	False	-28.05	-26.6	-14.87	-13.9
b0016	115	internal	False	-44.1	-43.1	-34.21	-33.4
b0016	162	internal	True	-41.45	-40.1	-28.37	-27.58
b0016	185	internal	False	-41.32	-40.1	-27.86	-26.8
b0016	199	internal	False	-32.83	-31.4	-20.44	-18.48
b0016	247	internal	False	-26.86	-24.8	-13.24	-10.7
b0016	343	internal	False	-36.22	-34.3	-26.62	-25.17
b0016	383	internal	False	-32.13	-29.7	-20.17	-19.2
b0016	396	internal	True	-31.95	-29.9	-23.5	-22.5
b0016	403	internal	False	-31.91	-30.1	-26.08	-25.1
b0016	533	internal	False	-28.84	-27.9	-16.76	-15.4
b0016	618	internal	True	-29.66	-27.5	-21.93	-20.44
b0016	630	internal	True	-29.39	-27.4	-21.46	-20.4
b0016	633	internal	True	-32.0	-31.1	-19.18	-17.74
b0016	684	internal	True	-34.19	-32.5	-20.64	-19.9
b0016	850	internal	False	-29.09	-27.2	-16.38	-15.2
b0016	880	internal	False	-34.44	-32.7	-25.44	-24.27
b0016	923	internal	False	-27.1	-24.2	-15.71	-14.3
b0016	973	internal	False	-27.61	-25.1	-16.04	-14.59
b0018	0	primary		-28.49	-26.4	-14.72	-13.07
b0018	11	internal	False	-28.61	-26.0	-16.31	-14.5
b0018	57	internal	True	-29.45	-26.6	-20.55	-18.3
b0018	75	internal	True	-33.16	-31.0	-20.94	-18.7
b4412	0	primary		-29.45	-26.6	-20.55	-18.3
b4412	18	internal	True	-33.16	-31.0	-20.94	-18.7
b0019	31	internal	False	-29.24	-27.5	-14.53	-12.3
b0019	75	internal	True	-34.85	-32.2	-18.8	-17.1
b0019	81	internal	True	-31.72	-28.9	-17.14	-14.7
b0019	107	internal	False	-34.27	-32.2	-21.46	-19.7
b0019	174	internal	True	-28.06	-26.4	-18.51	-16.8
b0019	182	internal	False	-28.01	-25.4	-22.36	-20.6
b0019	190	internal	False	-27.14	-24.4	-14.72	-12.8
b0019	201	internal	True	-22.91	-20.6	-12.1	-10.8
b0019	249	internal	True	-28.93	-28.4	-20.13	-19.44
b0019	312	internal	True	-31.16	-30.0	-10.71	-9.0
b0019	349	internal	False	-31.64	-29.5	-21.09	-19.6
b0019	468	internal	True	-33.75	-31.6	-21.23	-20.4
b0019	529	internal	False	-30.52	-28.6	-21.98	-20.82
b0019	540	internal	True	-29.48	-27.2	-14.53	-12.23
b0019	727	internal	False	-38.48	-36.6	-22.53	-21.0
b0019	757	internal	False	-30.06	-27.9	-16.97	-15.2
b0019	811	internal	False	-29.7	-27.6	-21.22	-19.8
b0019	844	internal	False	-30.03	-27.9	-16.52	-15.31
b0019	984	internal	True	-26.52	-25.2	-15.21	-13.97
b0019	1020	internal	True	-26.25	-25.0	-18.0	-16.2
b0020	0	primary		-29.47	-27.6	-18.94	-17.5
b0020	6	internal	True	-29.79	-27.8	-18.06	-16.5
b0020	46	internal	False	-24.66	-23.1	-18.81	-18.01
b0020	214	internal	False	-28.71	-26.4	-23.76	-23.3
b0020	225	internal	True	-28.02	-26.4	-18.98	-17.3
b0020	246	internal	True	-21.9	-19.4	-12.7	-10.8
b0020	307	internal	False	-25.83	-23.8	-12.83	-10.9
b0020	402	internal	True	-21.85	-19.6	-11.73	-9.6
b0020	438	internal	True	-23.77	-20.9	-18.29	-16.5
b0020	506	internal	False	-35.2	-34.2	-18.83	-17.5
b0020	603	internal	True	-30.98	-27.9	-12.48	-11.0
b0020	673	internal	False	-25.59	-23.3	-13.4	-11.9
b0020	676	internal	False	-26.47	-24.9	-13.84	-12.3
b0020	687	internal	True	-23.55	-21.1	-15.7	-13.5
b0020	705	internal	True	-22.32	-20.4	-10.8	-8.8
b0020	712	internal	False	-25.9	-23.8	-15.72	-14.8
b0020	739	internal	False	-23.89	-20.9	-11.84	-9.1
b0020	745	internal	False	-25.49	-23.4	-17.79	-16.7
b0020	754	internal	False	-22.73	-20.9	-13.92	-12.6
b0020	793	internal	False	-24.07	-21.8	-15.83	-14.5
b0020	798	internal	True	-22.97	-20.6	-13.9	-11.4
b0020	811	internal	False	-25.47	-24.4	-13.97	-12.6
b0020	831	internal	True	-26.78	-24.7	-16.45	-15.0
b0021	0	primary		-32.9	-31.0	-20.42	-19.4
b0021	22	internal	False	-32.88	-31.2	-15.47	-13.7
b0021	126	internal	True	-34.58	-32.5	-23.0	-22.0
b0021	145	internal	False	-36.08	-34.6	-24.58	-23.3
b0021	187	internal	False	-31.9	-29.8	-19.01	-17.0
b0021	237	internal	True	-32.33	-30.4	-19.81	-17.9
b0021	258	internal	True	-31.98	-29.7	-17.35	-16.2
b0021	290	internal	False	-31.97	-29.3	-21.74	-20.2
b0021	294	internal	True	-30.69	-28.0	-17.75	-16.3
b0021	301	internal	False	-28.8	-26.3	-18.39	-16.87
b0021	316	internal	False	-27.56	-25.1	-14.86	-12.8
b0021	457	internal	False	-25.89	-24.1	-15.67	-14.3
b0022	113	internal	False	-21.65	-20.5	-10.29	-9.0
b0022	174	internal	True	-29.22	-27.5	-22.45	-21.2
b0022	180	internal	True	-31.4	-29.4	-22.68	-21.34
b0022	184	internal	False	-31.52	-29.4	-20.4	-19.12
b0022	194	internal	False	-32.9	-31.0	-20.42	-19.4
b0022	216	internal	True	-32.88	-31.2	-15.47	-13.7
b0023	78	internal	True	-31.3	-29.2	-16.66	-14.3
b0023	81	internal	True	-29.12	-26.7	-13.86	-12.5
b0023	159	internal	True	-29.47	-28.1	-24.32	-23.3
b0024	0	primary		-24.75	-22.5	-11.61	-9.74
b0024	25	internal	False	-29.94	-26.6	-16.75	-14.9
b0024	120	internal	True	-23.67	-21.3	-13.49	-11.68
b0024	126	internal	True	-20.71	-18.2	-11.08	-9.47
b0025	0	primary		-17.48	-14.6	-10.16	-8.3
b0025	150	internal	True	-25.61	-24.3	-13.93	-11.9
b0025	156	internal	True	-27.73	-26.1	-17.35	-15.98
b0025	373	internal	False	-27.84	-25.3	-15.74	-13.64
b0025	432	internal	True	-30.47	-28.4	-19.89	-18.8
b0025	523	internal	False	-35.91	-33.8	-25.22	-23.2
b0025	595	internal	False	-31.7	-29.6	-18.26	-16.47
b0025	631	internal	False	-28.84	-26.6	-20.3	-18.9
b0025	673	internal	False	-39.6	-38.1	-31.1	-29.4
b0025	784	internal	False	-31.14	-30.5	-20.66	-19.4
b0025	792	internal	True	-29.65	-28.8	-17.6	-15.92
b0025	844	internal	False	-32.01	-29.9	-19.96	-18.1
b0025	895	internal	False	-29.1	-27.1	-17.46	-15.5
b0026	0	primary		-19.79	-17.7	-15.86	-14.4
b0026	48	internal	True	-34.32	-31.5	-16.94	-14.7
b0026	81	internal	True	-39.7	-38.0	-23.91	-22.8
b0026	100	internal	False	-34.3	-33.6	-25.92	-24.6
b0026	103	internal	False	-33.91	-32.4	-21.04	-19.2
b0026	160	internal	False	-26.86	-25.9	-17.09	-16.1
b0026	163	internal	False	-24.71	-23.1	-14.12	-13.1
b0026	175	internal	False	-20.85	-19.2	-9.47	-8.0
b0026	181	internal	False	-20.17	-19.2	-9.36	-8.7
b0026	259	internal	False	-28.47	-26.6	-14.55	-13.17
b0026	271	internal	False	-30.31	-28.3	-20.55	-19.7
b0026	468	internal	True	-32.92	-31.0	-23.81	-22.7
b0026	658	internal	False	-27.61	-25.1	-14.24	-12.92
b0026	781	internal	False	-31.26	-29.2	-20.56	-19.0
b0026	843	internal	True	-27.68	-26.2	-22.41	-21.6
b0026	930	internal	True	-33.55	-31.8	-22.38	-20.6
b0026	976	internal	False	-37.59	-34.7	-19.88	-17.4
b0026	1027	internal	False	-38.18	-37.3	-25.93	-25.2
b0026	1114	internal	False	-37.7	-35.4	-28.0	-26.6
b0026	1194	internal	True	-35.19	-33.6	-19.91	-18.5
b0026	1272	internal	True	-33.61	-32.2	-24.23	-23.0
b0026	1362	internal	True	-36.99	-34.5	-25.3	-23.4
b0026	1419	internal	True	-32.75	-29.7	-17.78	-16.4
b0026	1476	internal	True	-22.69	-20.3	-17.27	-15.5
b0026	1507	internal	False	-28.66	-26.6	-22.44	-21.6
b0026	1534	internal	False	-35.58	-34.6	-20.61	-19.2
b0026	1594	internal	False	-26.07	-24.3	-16.79	-15.4
b0026	1598	internal	False	-30.21	-28.5	-19.74	-18.1
b0026	1671	internal	True	-30.99	-28.6	-15.98	-14.6
b0026	1710	internal	True	-26.16	-24.7	-13.59	-11.68
b0026	1722	internal	True	-31.63	-31.0	-20.15	-18.5
b0026	1737	internal	True	-34.49	-33.2	-18.16	-17.2
b0026	1789	internal	False	-36.78	-35.0	-17.77	-16.7
b0026	1806	internal	True	-36.69	-34.4	-25.55	-24.6
b0026	1843	internal	False	-34.51	-32.8	-24.52	-22.9
b0026	1848	internal	True	-34.82	-33.2	-24.3	-23.5
b0026	1911	internal	True	-32.69	-30.7	-21.64	-20.7
b0026	2022	internal	True	-31.58	-30.3	-18.06	-16.9
b0026	2040	internal	True	-32.57	-31.0	-21.97	-20.77
b0026	2145	internal	True	-27.82	-26.4	-14.11	-12.77
b0026	2166	internal	True	-25.21	-23.1	-12.88	-10.77
b0026	2286	internal	True	-34.2	-31.9	-20.26	-19.27
b0026	2314	internal	False	-30.81	-28.1	-21.03	-19.7
b0026	2409	internal	True	-28.48	-26.1	-19.2	-17.2
b0026	2416	internal	False	-25.9	-23.6	-17.97	-16.0
b0026	2527	internal	False	-33.28	-31.9	-22.5	-21.5
b0026	2569	internal	False	-26.68	-24.6	-19.43	-17.8
b0026	2635	internal	False	-30.3	-28.8	-15.94	-14.3
b0026	2728	internal	False	-36.46	-35.1	-21.38	-18.9
b0027	0	primary		-35.14	-33.3	-25.13	-23.5
b0027	148	internal	False	-34.28	-32.7	-23.66	-22.1
b0027	160	internal	False	-38.48	-37.1	-29.21	-28.61
b0027	255	internal	True	-30.49	-28.4	-15.5	-13.79
b0027	258	internal	True	-31.42	-29.4	-19.27	-17.84
b0027	369	internal	True	-31.48	-29.7	-18.97	-17.4
b0028	0	primary		-25.87	-24.4	-17.33	-16.3
b0028	61	internal	False	-31.28	-29.7	-20.41	-18.3
b0028	121	internal	False	-38.73	-36.1	-22.87	-21.9
b0028	202	internal	False	-28.53	-25.7	-16.69	-14.7
b0028	261	internal	True	-25.31	-22.4	-14.71	-12.6
b0028	265	internal	False	-24.04	-21.4	-12.2	-10.6
b0028	294	internal	True	-29.89	-27.8	-20.47	-18.3
b0028	309	internal	True	-27.77	-25.1	-18.07	-16.0
b0028	313	internal	False	-28.89	-26.7	-21.59	-19.27
b0028	324	internal	True	-31.3	-29.4	-17.69	-16.04
b0029	0	primary		-31.84	-29.6	-22.22	-20.6
b0029	100	internal	False	-33.67	-32.3	-19.75	-18.0
b0029	130	internal	False	-29.23	-27.5	-16.03	-13.6
b0029	277	internal	False	-28.28	-26.0	-16.55	-14.2
b0029	309	internal	True	-29.87	-27.7	-21.87	-20.3
b0029	390	internal	True	-33.85	-31.5	-17.29	-14.9
b0029	420	internal	True	-31.11	-28.9	-12.61	-11.5
b0029	445	internal	False	-29.75	-27.7	-24.74	-23.2
b0029	489	internal	True	-34.13	-32.5	-21.35	-20.12
b0029	514	internal	False	-22.27	-20.2	-9.48	-7.1
b0029	526	internal	False	-26.03	-24.2	-14.73	-12.8
b0029	580	internal	False	-33.71	-32.3	-23.69	-22.74
b0029	711	internal	True	-27.83	-26.6	-12.07	-9.7
b0029	739	internal	False	-31.06	-29.8	-20.49	-18.6
b0029	779	internal	False	-32.0	-30.1	-20.78	-20.1
b0029	829	internal	False	-44.14	-41.6	-29.62	-27.41
b0030	0	primary		-30.58	-28.2	-25.08	-24.0
b0030	43	internal	False	-20.79	-18.5	-8.32	-6.3
b0030	96	internal	True	-29.08	-27.4	-22.09	-21.2
b0030	115	internal	False	-28.75	-27.7	-9.52	-8.3
